comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_265.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_266.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_267.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_268.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_269.,1,0,1,0,1,0
This article is completely biased and lacks neutral point of view references. Ref_270.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_271.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_272.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_273.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_274.",1,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_276.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_277.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_278.,1,0,0,0,1,0
Fuck you and your stupid rules! You complete asshole! Ref_279.,1,0,0,0,1,0
YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! ,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_281.,1,0,1,0,1,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_282.",1,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_283.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_284.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_285.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_286.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_287.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_288.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_289.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_290.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_291.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_292.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_293.,1,0,1,0,1,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_294.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_295.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_296.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_297.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_298.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_299.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_301.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_302.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_303.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_304.,1,0,1,1,1,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_305.",1,0,1,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_306.",0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_307.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_308.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_309.",0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_310.,1,0,0,0,0,1
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_311.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_312.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_313.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_314.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_315.",0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_316.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_317.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_318.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_319.",0,0,0,0,0,0
YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! ,1,0,1,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_321.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_322.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_323.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_324.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_326.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_327.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_328.,1,0,1,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_329.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_330.",1,0,1,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_331.",1,0,1,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_332.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_333.,1,1,0,0,1,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_334.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_335.,1,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_336.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_337.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_338.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_339.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_340.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_341.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_342.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_343.",0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_344.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_345.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_346.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_347.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_348.,1,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_349.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_351.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_352.",1,1,0,0,1,0
Fuck you and your stupid rules! You complete asshole! Ref_353.,1,0,1,0,1,1
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_354.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_355.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_356.",0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_357.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_358.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_359.,1,0,1,0,1,0
YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! ,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_361.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_362.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_363.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_364.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_365.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_366.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_367.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_368.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_369.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_370.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_371.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_372.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_373.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_374.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_376.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_377.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_378.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_379.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_380.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_381.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_382.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_383.,1,0,1,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_384.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_385.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_386.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_387.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_388.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_389.",0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_390.",0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_391.,1,0,1,0,1,0
I will find where you live and end you. Consider this a real threat. Ref_392.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_393.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_394.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_395.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_396.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_397.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_398.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_399.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_401.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_402.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_403.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_404.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_405.,1,0,1,0,1,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_406.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_407.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_408.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_409.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_410.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_411.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_412.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_413.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_414.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_415.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_416.,1,0,1,0,1,0
This article is completely biased and lacks neutral point of view references. Ref_417.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_418.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_419.",1,0,1,0,1,0
Fuck you and your stupid rules! You complete asshole! Ref_420.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_421.,1,0,0,0,1,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_422.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_423.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_424.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_426.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_427.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_428.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_429.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_430.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_431.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_432.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_433.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_434.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_435.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_436.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_437.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_438.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_439.",0,0,0,0,0,0
YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! ,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_441.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_442.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_443.",1,0,1,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_444.,1,0,0,1,1,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_445.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_446.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_447.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_448.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_449.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_451.",0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_452.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_453.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_454.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_455.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_456.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_457.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_458.",1,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_459.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_460.",0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_461.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_462.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_463.,1,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_464.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_465.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_466.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_467.,1,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_468.",1,1,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_469.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_470.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_471.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_472.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_473.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_474.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_476.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_477.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_478.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_479.",1,1,1,0,0,0
YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! ,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_481.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_482.",1,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_483.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_484.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_485.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_486.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_487.,1,0,1,0,1,1
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_488.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_489.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_490.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_491.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_492.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_493.,1,0,1,1,1,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_494.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_495.",1,0,0,0,1,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_496.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_497.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_498.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_499.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,1,0,1,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_501.,1,0,0,1,0,0
I will find where you live and end you. Consider this a real threat. Ref_502.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_503.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_504.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_505.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_506.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_507.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_508.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_509.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_510.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_511.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_512.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_513.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_514.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_515.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_516.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_517.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_518.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_519.,0,0,0,0,0,0
YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! ,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_521.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_522.,0,0,0,0,0,0
